title,collected_date,published_date,tags,image_urls,urls,article_url
Prefeito é preso em operação contra lavagem de dinheiro em cidades de SC,2026-05-19 16:06:41,19/05/26 às 14:48 | Atualizado 19/05/26 às 14:48,CorrupçãoLavagem de dinheiroMinistério PúblicoprefeitoPrisãoSanta Catarina,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/12/Template-02-Montagens-CNN-3-1.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/11/Renata-59.jpg?w=193&h=132&crop=1', 'https://admin.staging.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/09/WhatsApp-Image-2025-09-05-at-17.26.17.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/55280354090_c0c0c424c0_o.jpg?w=849&h=477&crop=0', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/55280377385_e1986bc576_o.jpg?w=849&h=477&crop=0']","['https://www.cnnbrasil.com.br/nacional/nordeste/pb/prefeito-de-cidade-da-pb-e-afastado-em-operacao-contra-fraudes-e-faccao/', 'https://www.cnnbrasil.com.br/nacional/brasil/governador-prefeito-e-cv-pf-realiza-cinco-grandes-operacoes-nesta-quarta/', 'https://www.cnnbrasil.com.br/nacional/nordeste/pb/rede-de-trafico-e-lavagem-movimentou-r-65-mi-na-paraiba-12-sao-presos/', 'https://www.cnnbrasil.com.br/nacional/nordeste/pb/rede-de-trafico-e-lavagem-movimentou-r-65-mi-na-paraiba-12-sao-presos/', 'https://www.cnnbrasil.com.br/politica/operacao-sem-desconto-pf-apreendeu-mais-de-r-1-milhao-joias-e-carros/', 'https://www.cnnbrasil.com.br/politica/operacao-sem-desconto-pf-apreendeu-mais-de-r-1-milhao-joias-e-carros/', 'https://www.cnnbrasil.com.br/nacional/sul/sc/sc-grupo-desviava-dinheiro-de-doacoes-destinadas-a-hospitais-beneficentes/', 'https://www.cnnbrasil.com.br/nacional/sul/sc/sc-grupo-desviava-dinheiro-de-doacoes-destinadas-a-hospitais-beneficentes/']",https://www.cnnbrasil.com.br/nacional/sul/sc/prefeito-e-preso-em-operacao-contra-lavagem-de-dinheiro-em-cidades-de-sc/
PF mira facção que envia cocaína por portos de SC e lucrou R$ 646 milhões,2026-05-19 16:06:42,19/05/26 às 07:56 | Atualizado 19/05/26 às 10:00,CocaínafacçãoOrganização CriminosaPF (Polícia Federal)Tráfico de drogas,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/SHOPPING-FECHA-BRAS-.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/FUMINHO-PCC-CNN-BRASIL.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/06/2896_51A5EA10AE0E1E82.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/sudeste/sp/sp-operacao-contra-falsificacao-de-itens-da-copa-fecha-2-shoppings-no-bras/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/sp-operacao-contra-falsificacao-de-itens-da-copa-fecha-2-shoppings-no-bras/', 'https://www.cnnbrasil.com.br/nacional/centro-oeste/df/quem-e-fuminho-braco-direito-de-marcola-internado-em-hospital-do-df/', 'https://www.cnnbrasil.com.br/nacional/centro-oeste/df/quem-e-fuminho-braco-direito-de-marcola-internado-em-hospital-do-df/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/centro-oeste/df/fuminho-numero-2-do-pcc-e-internado-em-hospital-de-brasilia/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/centro-oeste/df/fuminho-numero-2-do-pcc-e-internado-em-hospital-de-brasilia/', 'https://www.cnnbrasil.com.br/nacional/sul/sc/faccao-aliada-ao-cv-e-rival-do-pcc-e-alvo-de-operacao-em-sc/', 'https://www.cnnbrasil.com.br/nacional/brasil/abin-aponta-crescimento-do-cv-e-pcc-na-fronteira-com-colombia-em-sete-anos/']",https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/sul/sc/pf-mira-faccao-que-envia-cocaina-por-portos-de-sc-e-lucrou-r-646-milhoes/
Operação mira comunicação do crime organizado em presídios em 15 estados,2026-05-19 16:06:43,18/05/26 às 16:32 | Atualizado 18/05/26 às 16:36,CelularesCrime organizadoPresídiosPresos,"['https://admin.preprod.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/11/materialapreendido.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/10/TN220251028029.jpg?w=193&h=132&crop=1', 'https://admin.preprod.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/06/1553_5A19CCA740FBA1CC-1.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/blogs/elijonasmaia/politica/plano-de-lula-contra-crime-organizado-preve-r-11-bi-em-investimentos/', 'https://www.cnnbrasil.com.br/nacional/nordeste/ba/operacao-em-nove-presidios-da-bahia-busca-celulares-do-crime-organizado/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/tres-pessoas-sao-presas-em-operacao-contra-receptacao-de-celulares-em-sp/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/tres-pessoas-sao-presas-em-operacao-contra-receptacao-de-celulares-em-sp/', 'https://www.cnnbrasil.com.br/politica/governo-aguarda-decisao-judicial-para-transferir-presos-do-rio/', 'https://www.cnnbrasil.com.br/politica/governo-aguarda-decisao-judicial-para-transferir-presos-do-rio/', 'https://www.cnnbrasil.com.br/politica/comissao-aprova-pl-que-obriga-uso-de-bloqueadores-de-celular-em-presidios/', 'https://www.cnnbrasil.com.br/politica/comissao-aprova-pl-que-obriga-uso-de-bloqueadores-de-celular-em-presidios/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/quase-8-mil-celulares-foram-encontrados-em-presidios-no-brasil-em-tres-anos/', 'https://www.cnnbrasil.com.br/nacional/brasil/programa-do-governo-promete-desarticular-faccoes-com-r-11-bilhoes-entenda/']",https://www.cnnbrasil.com.br/nacional/brasil/operacao-mira-comunicacao-do-crime-organizado-em-presidios-em-15-estados/
Entenda o que está por trás dos protestos na Bolívia,2026-05-19 16:06:44,18/05/26 às 16:20 | Atualizado 18/05/26 às 16:20,BolíviaEvo Morales,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/protestos-1.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/06/18196_099ED3336E0487C5.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/bandeira-do-uruguai.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/internacional/protestos-na-bolivia-escalam-com-uso-de-gas-lacrimogeneo/', 'https://www.cnnbrasil.com.br/internacional/protestos-na-bolivia-escalam-com-uso-de-gas-lacrimogeneo/', 'https://www.cnnbrasil.com.br/internacional/juiz-considera-evo-morales-em-desacato-apos-ausencia-em-julgamento/', 'https://www.cnnbrasil.com.br/internacional/juiz-considera-evo-morales-em-desacato-apos-ausencia-em-julgamento/', 'https://www.cnnbrasil.com.br/internacional/america-latina-quais-paises-sao-mais-e-menos-corruptos-segundo-indice/', 'https://www.cnnbrasil.com.br/internacional/america-latina-quais-paises-sao-mais-e-menos-corruptos-segundo-indice/', 'https://www.cnnbrasil.com.br/internacional/policia-usa-gas-lacrimogeneo-contra-manifestantes-na-bolivia/', 'https://www.cnnbrasil.com.br/internacional/quem-e-rodrigo-paz-pereira-o-novo-presidente-da-bolivia/', 'https://www.cnnbrasil.com.br/internacional/apoiadores-de-evo-morales-intensificam-protestos-na-bolivia/']",https://www.cnnbrasil.com.br/internacional/entenda-o-que-esta-por-tras-dos-protestos-na-bolivia/
"""Pacote de bondades"" de Lula injeta R$ 227 bi na economia em ano eleitoral",2026-05-19 16:06:45,17/05/26 às 03:29 | Atualizado 17/05/26 às 10:32,CNN Brasil MoneyCenário fiscalEleiçãoInflaçãoLuiz Inácio Lula da Silva,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/concept-school-education-with-school-accessories.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2022/03/pexels-monstera-7412098.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/ChatGPT-Image-4-de-mar.-de-2026-23_33_39_cleanup.png?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/eleicoes/atlas-bloomberg-lula-tem-51-de-rejeicao-e-flavio-tem-498/', 'https://www.cnnbrasil.com.br/branded-content/economia/negocios/desenrola-2026-tudo-sobre-o-programa-para-renegociar-dividas/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/politica/plano-de-lula-contra-crime-organizado-preve-r-11-bi-em-investimentos/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/governo-federal-assina-mp-para-conter-alta-no-preco-da-gasolina/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/alta-do-diesel-pressiona-orcamento-de-escolas-dos-eua-entenda/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/alta-do-diesel-pressiona-orcamento-de-escolas-dos-eua-entenda/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/titulos-globais-caem-com-temores-crescentes-sobre-inflacao/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/titulos-globais-caem-com-temores-crescentes-sobre-inflacao/', 'https://www.cnnbrasil.com.br/economia/mercado/petroleo-volta-a-subir-e-mercado-teme-recessao-global/', 'https://www.cnnbrasil.com.br/economia/mercado/petroleo-volta-a-subir-e-mercado-teme-recessao-global/', 'https://www.cnnbrasil.com.br/economia/financas/ir-2026-isencao-para-salarios-ate-r-5-mil-esta-valendo-entenda/', 'https://www.cnnbrasil.com.br/economia/isencao-do-ir-taxacao-dos-super-ricos-pode-chegar-a-10-ao-ano/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/especialistas-veem-riscos-com-uso-de-receita-para-baratear-combustiveis/', 'https://www.cnnbrasil.com.br/agro/credito-do-governo-inclui-fertilizantes-e-mira-reduzir-dependencia-externa/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/bndes-linhas-de-credito-industria-4-0-bens-de-capital-economia-verde/', 'https://www.cnnbrasil.com.br/agro/agrishow-governo-anuncia-r-10-bilhoes-para-novo-programa-moviagricola/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-injeta-r-88-bi-na-economia-em-ano-eleitoral/', 'https://www.cnnbrasil.com.br/economia/investimentos/governo-anuncia-credito-de-mais-de-r-20-bi-para-caminhoes-e-onibus/', 'https://www.cnnbrasil.com.br/economia/consignado-privado-chega-a-r-128-bi-em-concessoes-mostra-ministerio/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-injeta-r-88-bi-na-economia-em-ano-eleitoral/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/trabalhadores-poderao-usar-fgts-para-quitar-dividas-a-partir-de-25-maio/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-injeta-r-88-bi-na-economia-em-ano-eleitoral/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-injeta-r-88-bi-na-economia-em-ano-eleitoral/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-injeta-r-88-bi-na-economia-em-ano-eleitoral/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/trabalhadores-poderao-usar-fgts-para-quitar-dividas-a-partir-de-25-maio/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/governo-lanca-programa-gas-do-povo-e-ve-custo-de-r-51-bilhoes-em-2026/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/politica/plano-de-lula-contra-crime-organizado-preve-r-11-bi-em-investimentos/', 'https://www.cnnbrasil.com.br/economia/medidas-para-conter-alta-de-preco-de-combustiveis-ja-custam-r-31-bilhoes/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/governo-federal-assina-mp-para-conter-alta-no-preco-da-gasolina/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/governo-anuncia-nova-subvencao-para-baratear-preco-do-diesel/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/o-que-sao-juros-e-como-a-selic-se-relaciona-com-a-inflacao/', 'https://www.cnnbrasil.com.br/economia/macroeconomia/divida-do-governo-avanca-para-801-do-pib-em-marco-maior-nivel-desde-2021/']",https://www.cnnbrasil.com.br/economia/macroeconomia/pacote-de-bondades-de-lula-injeta-r-227-bi-na-economia-em-ano-eleitoral/
Justiça torna Saul Klein réu por exploração sexual e tráfico de pessoa,2026-05-19 16:06:46,15/05/26 às 20:25 | Atualizado 15/05/26 às 20:25,Saul KleinTJ-SP (Tribunal de Justiça de São Paulo),"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2022/04/Saul-Klein.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2022/04/Saul-Klein.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2022/04/Saul-Klein.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/policia-indicia-e-pede-prisao-preventiva-de-saul-klein-por-crimes-sexuais/', 'https://www.cnnbrasil.com.br/nacional/cnn-series-originais-saul-klein/', 'https://www.cnnbrasil.com.br/nacional/saul-klein-e-condenado/', 'https://www.cnnbrasil.com.br/nacional/saul-klein-e-condenado/', 'https://www.cnnbrasil.com.br/nacional/justica-nega-prisao-preventiva-de-saul-klein-por-crimes-sexuais/', 'https://www.cnnbrasil.com.br/nacional/justica-nega-prisao-preventiva-de-saul-klein-por-crimes-sexuais/', 'https://www.cnnbrasil.com.br/nacional/policia-indicia-e-pede-prisao-preventiva-de-saul-klein-por-crimes-sexuais/', 'https://www.cnnbrasil.com.br/nacional/policia-indicia-e-pede-prisao-preventiva-de-saul-klein-por-crimes-sexuais/', 'https://www.cnnbrasil.com.br/nacional/cnn-series-originais-traz-novas-revelacoes-sobre-o-caso-saul-klein/']",https://www.cnnbrasil.com.br/nacional/sudeste/sp/justica-torna-saul-klein-reu-por-exploracao-sexual-e-trafico-de-pessoa/
"Rubio diz que EUA querem transição na Venezuela, ""mas sem pressa""",2026-05-19 16:06:48,15/05/26 às 17:00 | Atualizado 15/05/26 às 17:00,Estados UnidosMarco RubioNicolás MaduroVenezuela,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/Delcy-Rodriguez.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/Delcy-Rodriguez.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/01/Delcy-Rodriguez-toma-posse-como-presidente-interina-Venezuela.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/internacional/venezuela-eua-segunda-fase-plano/', 'https://www.cnnbrasil.com.br/internacional/como-estao-as-relacoes-entre-eua-e-venezuela-desde-a-captura-de-maduro/', 'https://www.cnnbrasil.com.br/internacional/como-estao-as-relacoes-entre-eua-e-venezuela-desde-a-captura-de-maduro/', 'https://www.cnnbrasil.com.br/internacional/delcy-fortalece-lacos-com-trump-enquanto-oposicao-se-divide-na-venezuela/', 'https://www.cnnbrasil.com.br/internacional/delcy-fortalece-lacos-com-trump-enquanto-oposicao-se-divide-na-venezuela/', 'https://www.cnnbrasil.com.br/internacional/analise-por-que-capturar-nicolas-maduro-mas-deixar-o-chavismo-no-poder/', 'https://www.cnnbrasil.com.br/internacional/analise-por-que-capturar-nicolas-maduro-mas-deixar-o-chavismo-no-poder/', 'https://www.cnnbrasil.com.br/internacional/eua-estao-trabalhando-com-vice-do-regime-da-venezuela-diz-trump/', 'https://www.cnnbrasil.com.br/internacional/corina-diz-que-governo-interino-na-venezuela-e-absolutamente-temporario/']",https://www.cnnbrasil.com.br/internacional/rubio-diz-que-eua-querem-transicao-na-venezuela-mas-sem-pressa/
Operação mira esquema de furto e roubo de veículos em Minas Gerais,2026-05-19 16:06:50,14/05/26 às 15:10 | Atualizado 14/05/26 às 15:10,Minas GeraisOperaçãoroubo de carros,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/10/SSP-.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/00060551.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/01/megaoperacao-mt-6.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/sudeste/rj/policia-realiza-operacao-contra-roubos-de-veiculos-em-sao-goncalo-rj/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/sp-dupla-e-apreendida-por-roubos-a-motoristas-da-marginal-tiete/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/sp-dupla-e-apreendida-por-roubos-a-motoristas-da-marginal-tiete/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/quatro-sao-presos-em-operacao-contra-quadrilha-de-roubo-de-cargas-em-sp/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/quatro-sao-presos-em-operacao-contra-quadrilha-de-roubo-de-cargas-em-sp/', 'https://www.cnnbrasil.com.br/nacional/centro-oeste/mt/policia-faz-megaoperacao-contra-o-comando-vermelho-em-6-estados-brasileiros/', 'https://www.cnnbrasil.com.br/nacional/centro-oeste/mt/policia-faz-megaoperacao-contra-o-comando-vermelho-em-6-estados-brasileiros/', 'https://www.cnnbrasil.com.br/nacional/sudeste/mg/mpmg-mira-familia-suspeita-de-usar-posto-de-combustivel-para-lavar-dinheiro/', 'https://www.cnnbrasil.com.br/nacional/sudeste/sp/policia-faz-operacao-contra-esquema-de-furto-de-pecas-de-motos-em-sp/']",https://www.cnnbrasil.com.br/nacional/sudeste/mg/operacao-mira-esquema-de-furto-e-roubo-de-veiculos-em-minas-gerais/
América Latina faz parte da disputa geopolítica entre EUA e China; entenda,2026-05-19 16:06:51,13/05/26 às 17:36 | Atualizado 13/05/26 às 17:36,América LatinaBrasilChinaColômbiaEstados UnidosPanamáVenezuela,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/11/Donald-Trump-e1764444247539.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/08/2025-08-26T131248Z_1_LYNXMPEL7P0LS_RTROPTP_4_CHINA-SCO.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/03/2025-03-31T182950Z_1_LYNXNPEL2U0XJ_RTROPTP_4_JAPAN-USA-DEFENCE.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/WhatsApp-Image-2026-05-07-at-15.23.57-e1778262255674.jpeg?w=849&h=477&crop=0', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2023/08/230825155705-01-canals-cnn-biz.jpg?w=849&h=477&crop=0']","['https://www.cnnbrasil.com.br/internacional/waack-trump-mistura-guerra-e-comercio-para-impor-vontade/', 'https://www.cnnbrasil.com.br/internacional/waack-trump-mistura-guerra-e-comercio-para-impor-vontade/', 'https://www.cnnbrasil.com.br/internacional/apos-eua-afastarem-aliados-china-tenta-garantir-protagonismo-global/', 'https://www.cnnbrasil.com.br/internacional/apos-eua-afastarem-aliados-china-tenta-garantir-protagonismo-global/', 'https://www.cnnbrasil.com.br/internacional/chefe-do-pentagono-alerta-sobre-a-ameaca-iminente-da-china/', 'https://www.cnnbrasil.com.br/internacional/chefe-do-pentagono-alerta-sobre-a-ameaca-iminente-da-china/', 'https://www.cnnbrasil.com.br/internacional/nova-estrategia-de-trump-defende-forca-letal-dos-eua-contra-carteis/', 'https://www.cnnbrasil.com.br/internacional/garman-ataque-ao-narcotrafico-e-forma-de-trump-influenciar-as-americas/', 'https://www.cnnbrasil.com.br/blogs/priscila-yazbek/infra/lula-diz-nao-ter-preferencia-por-eua-ou-outro-pais-sobre-terras-raras/']",https://www.cnnbrasil.com.br/internacional/america-latina-faz-parte-da-disputa-geopolitica-entre-eua-e-china-entenda/
Senador das Filipinas foge de agentes para evitar mandado de prisão do TPI,2026-05-19 16:06:52,13/05/26 às 11:03 | Atualizado 13/05/26 às 11:03,FilipinasRodrigo DuterteTribunal Penal Internacional (TPI),"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/Disparos-no-Senado-das-Filipinas-causam-tumulto.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/Centenas-de-pessoas-estao-marchando-por-Manila-para-protestar-contra-o-aumento-dos-precos-dos-combustiveis-enquanto-as-Filipinas-enfrentam-a-crise-energetica-desencadeada-pelo-conflito-no-Oriente-Medio.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/10/Rodrigo-Duterte-presidente-das-Filipinas-e1633172034895.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/internacional/ex-presidente-das-filipinas-rodrigo-duterte-e-preso-apos-mandado-do-tpi/', 'https://www.cnnbrasil.com.br/internacional/o-que-e-o-tribunal-penal-internacional-e-quem-pode-prender-netanyahu/', 'https://www.cnnbrasil.com.br/internacional/tiros-sao-disparados-e-causam-tumulto-no-senado-das-filipinas/', 'https://www.cnnbrasil.com.br/internacional/tiros-sao-disparados-e-causam-tumulto-no-senado-das-filipinas/', 'https://www.cnnbrasil.com.br/internacional/tiros-sao-disparados-e-causam-tumulto-no-senado-das-filipinas/', 'https://www.cnnbrasil.com.br/internacional/centenas-protestam-contra-aumento-do-preco-de-combustiveis-nas-filipinas/', 'https://www.cnnbrasil.com.br/internacional/centenas-protestam-contra-aumento-do-preco-de-combustiveis-nas-filipinas/', 'https://www.cnnbrasil.com.br/internacional/apos-prisao-duterte-e-levado-sob-custodia-e-aguarda-julgamento-pelo-tpi/', 'https://www.cnnbrasil.com.br/internacional/apos-prisao-duterte-e-levado-sob-custodia-e-aguarda-julgamento-pelo-tpi/', 'https://www.cnnbrasil.com.br/internacional/human-rights-watch-72-da-populacao-mundial-vive-sob-regimes-autoritarios/', 'https://www.cnnbrasil.com.br/internacional/filipinas-duterte-e-forcado-a-embarcar-em-aviao-para-haia-apos-prisao/', 'https://www.cnnbrasil.com.br/internacional/vice-das-filipinas-sofre-impeachment-por-plano-para-matar-presidente/']",https://www.cnnbrasil.com.br/internacional/senador-das-filipinas-foge-de-agentes-para-evitar-mandado-de-prisao-do-tpi/
PF alcança PCC e CV em 8 estados em megaoperação; veja lista de facções,2026-05-19 16:06:55,13/05/26 às 10:02 | Atualizado 13/05/26 às 10:02,Comando VermelhoCrime organizadoFacçõesPCC (Primeiro Comando da Capital)PF (Polícia Federal),"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/Viatura-PF.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/PF-apreende-cerca-de-R-400-mil-em-especie-com-empresario-no-RJ.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/05/WhatsApp-Image-2026-05-12-at-05.35.19-1.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/sudeste/sp/b-o-do-pcc-veja-como-funciona-o-sistema-de-informacao-da-faccao-em-sp/', 'https://www.cnnbrasil.com.br/nacional/sudeste/rj/pf-prende-argentino-foragido-da-justica-em-buzios-rj/', 'https://www.cnnbrasil.com.br/nacional/sudeste/rj/pf-prende-argentino-foragido-da-justica-em-buzios-rj/', 'https://www.cnnbrasil.com.br/nacional/sudeste/rj/pf-faz-operacao-contra-fraudes-em-precatorios-no-rio/', 'https://www.cnnbrasil.com.br/nacional/sudeste/rj/pf-faz-operacao-contra-fraudes-em-precatorios-no-rio/', 'https://www.cnnbrasil.com.br/nacional/brasil/pf-prende-81-alvos-em-operacao-nacional-contra-faccoes-criminosas/', 'https://www.cnnbrasil.com.br/nacional/brasil/pf-prende-81-alvos-em-operacao-nacional-contra-faccoes-criminosas/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/nordeste/ba/chefe-do-comando-vermelho-e-preso-na-bolivia/', 'https://www.cnnbrasil.com.br/nacional/sudeste/rj/irma-do-traficante-abelha-e-presa-por-trafico-e-ligacao-com-cv-no-rio/', 'https://www.cnnbrasil.com.br/blogs/elijonasmaia/nacional/brasil/operacao-em-16-estados-cumpre-236-mandados-contra-faccoes/']",https://www.cnnbrasil.com.br/nacional/brasil/pf-alcanca-pcc-e-cv-em-8-estados-em-megaoperacao-veja-lista-de-faccoes/
CIA intensifica guerra secreta contra cartéis com operações no México,2026-05-19 16:06:57,12/05/26 às 22:36 | Atualizado 12/05/26 às 22:38,EUAMéxicoNarcotráfico,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/08/39035_A679802829A7D101.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/11/casa-branca.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/El-Mencho-e-morto-em-operacao-militar-no-Mexico.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/01/mexico.jpg?w=849&h=477&crop=0']","['https://www.cnnbrasil.com.br/internacional/operacao-contra-cartel-no-mexico-deixa-suspeitos-mortos/', 'https://www.cnnbrasil.com.br/internacional/operacao-contra-cartel-no-mexico-deixa-suspeitos-mortos/', 'https://www.cnnbrasil.com.br/internacional/casa-branca-alerta-carteis-mexicanos-em-caso-de-ataque-a-cidadaos-dos-eua/', 'https://www.cnnbrasil.com.br/internacional/casa-branca-alerta-carteis-mexicanos-em-caso-de-ataque-a-cidadaos-dos-eua/', 'https://www.cnnbrasil.com.br/internacional/departamento-de-estado-dos-eua-parabeniza-mexico-pela-morte-de-el-mencho/', 'https://www.cnnbrasil.com.br/internacional/departamento-de-estado-dos-eua-parabeniza-mexico-pela-morte-de-el-mencho/', 'https://www.cnnbrasil.com.br/internacional/governo-trump-determina-que-eua-estao-em-conflito-armado-com-carteis/', 'https://www.cnnbrasil.com.br/internacional/chefe-do-cartel-de-jalisco-morre-apos-operacao-militar-no-mexico/', 'https://www.cnnbrasil.com.br/internacional/instrutores-da-embaixada-dos-eua-morrem-em-acidente-de-carro-no-mexico/', 'https://www.cnnbrasil.com.br/internacional/governo-trump-diz-que-mais-operacoes-contra-carteis-estao-por-vir/']",https://www.cnnbrasil.com.br/internacional/cia-intensifica-guerra-secreta-contra-carteis-com-operacoes-mexico/
