portal~embedding~label~text~pred_label_XGBoost_all-MiniLM-L6-v2~prob_label_XGBoost_all-MiniLM-L6-v2~embedding_all-MiniLM-L6-v2~pred_label_SVM_all-MiniLM-L6-v2~prob_label_SVM_all-MiniLM-L6-v2~pred_label_logistic_regression_all-MiniLM-L6-v2~prob_label_logistic_regression_all-MiniLM-L6-v2
cnn~"[-5.39967716e-02 -4.45935177e-03 -4.32813466e-02 -1.08633225e-03
 -1.58313382e-02  4.48196102e-03 -2.33009993e-03  2.76251044e-02
  2.83384062e-02  6.23960458e-02  6.86398521e-02 -2.14588158e-02
 -4.47453149e-02  2.65701152e-02 -6.47738948e-02 -2.59943437e-02
  7.47940782e-03  1.15182046e-02  5.72171770e-02  7.95279369e-02
  7.25856051e-02 -4.60968390e-02 -6.22572899e-02  2.56137606e-02
 -9.21051130e-02  4.14426140e-02 -1.67360622e-02 -5.12404032e-02
 -5.32904267e-02  1.55437994e-03 -4.87300381e-02  2.74123177e-02
  7.80741870e-02  2.66573206e-03 -8.91723484e-03 -1.22369472e-02
  9.99794230e-02 -2.28561461e-02  2.41569728e-02  6.90938383e-02
  2.20210943e-02  2.63582193e-03 -6.93609715e-02 -5.95338605e-02
 -2.45728213e-02 -5.52106015e-02  3.94097902e-02  5.71195967e-02
  5.17194122e-02 -7.68349916e-02 -6.85993284e-02  5.19214757e-02
 -8.67200494e-02 -1.20438226e-02 -5.33898436e-02 -6.00003563e-02
  3.26132542e-03 -4.39682640e-02  9.38682910e-03  3.86614278e-02
 -3.79860550e-02 -1.21511435e-02  1.69360116e-02  6.12149835e-02
  8.11314955e-02 -3.11627369e-02 -8.27898681e-02 -1.02212690e-02
 -6.64563552e-02  8.70012715e-02  3.05140037e-02 -1.25476941e-02
  6.99682161e-02  1.68800261e-02 -1.00475468e-01  1.02963574e-01
  3.78335714e-02  6.31960183e-02  3.87414061e-02 -9.46470723e-02
 -9.19893105e-03 -1.21530360e-02 -2.07788665e-02 -6.90099299e-02
  1.26298731e-02 -4.93646087e-03  1.80080179e-02 -1.97259616e-02
  6.07805848e-02  5.59358485e-03 -2.65983958e-03  9.39081684e-02
 -9.14038494e-02  2.14929637e-02 -2.97496584e-03 -2.22777273e-03
 -1.58450697e-02 -8.83439556e-03 -2.52896175e-02 -4.45663966e-02
  5.97774684e-02  2.97401287e-02  3.40064652e-02 -8.80510211e-02
 -6.01998083e-02  1.70601569e-02 -1.97526496e-02 -1.08741023e-01
  4.06466126e-02  1.12698488e-01 -3.04616019e-02 -2.48721242e-02
 -8.12700167e-02 -1.29381875e-02 -6.29048347e-02  6.97605079e-03
 -1.24588124e-02 -8.96947682e-02 -5.46405651e-02  1.41199892e-02
  2.68298984e-02 -6.69825226e-02  2.88995840e-02 -2.14692131e-02
  7.81060159e-02 -8.37175772e-02 -2.88118441e-02  1.27970986e-32
 -9.82267782e-03 -1.91725995e-02 -1.72920562e-02 -2.44895462e-02
  4.56759371e-02  1.29634915e-02 -2.81111477e-03  5.22125978e-03
  3.81812230e-02  8.84520262e-02 -9.49989855e-02  7.71295503e-02
 -9.77569446e-02  2.22292766e-02  8.30391720e-02  4.71447706e-02
  3.04761976e-02 -1.78552195e-02  3.86984907e-02 -5.86959124e-02
  3.23174447e-02  2.59057861e-02  1.33242123e-02 -3.91525030e-02
  5.22454977e-02  1.34617656e-01 -3.57467532e-02 -8.90724435e-02
 -7.15473145e-02  3.93317342e-02  4.80789579e-02 -3.12865265e-02
 -1.80851575e-02 -9.50026978e-03 -1.53401878e-03 -8.67268443e-02
 -7.04263570e-03  1.21409269e-02 -5.70087917e-02  4.02556220e-03
 -9.15022846e-03 -8.96186847e-03  8.59868973e-02  7.51812607e-02
 -1.54142939e-02 -4.71730083e-02  6.30695820e-02 -2.98975967e-02
  3.98985818e-02  6.87506348e-02 -1.75902471e-02 -7.80655369e-02
 -6.88859215e-03 -9.19850469e-02 -1.14621175e-02 -4.23138365e-02
 -8.46322477e-02  2.23871646e-03 -9.31344926e-03 -7.17100352e-02
 -2.04110704e-02 -7.70755634e-02 -4.64260429e-02  1.26106068e-02
 -8.57791379e-02 -1.45758661e-02 -4.77325730e-02  3.63949351e-02
  1.25403970e-01  1.52342916e-02 -3.96429300e-02  1.46348001e-02
 -2.77721770e-02 -4.15460803e-02  3.28985997e-03  2.82380581e-02
  1.05961248e-01  2.28936318e-02  1.67915355e-02  3.02783158e-02
 -1.53328627e-02 -4.46681194e-02  4.10907380e-02 -4.09330539e-02
  3.84060368e-02  1.39147326e-01  2.58709453e-02  7.28266761e-02
  5.07558547e-02  7.53348991e-02  3.59808654e-02  7.45907947e-02
  1.89232212e-02 -4.26860712e-02  4.37608175e-02 -1.29065812e-32
  6.86322805e-03  3.02316602e-02 -1.41513497e-02 -3.18875313e-02
  1.02062356e-02 -1.12686921e-02 -3.20592597e-02  2.57101506e-02
  5.79054020e-02 -1.54859468e-01 -5.46257347e-02 -9.85267609e-02
  7.93741494e-02  2.64411457e-02 -8.90988484e-02  5.40329106e-02
  3.18190525e-03 -3.93285155e-02 -5.61085120e-02 -1.19267508e-01
 -2.95659453e-02  9.41367149e-02  2.81372406e-02  6.00414991e-04
 -3.51723167e-03 -5.60662635e-02  2.90910229e-02 -5.15893009e-03
 -7.93762952e-02  6.32333308e-02  7.21184909e-02  2.77894121e-02
 -9.12158401e-04  1.05706863e-01 -2.31175199e-02  4.42997739e-02
  6.72928616e-02  8.35919194e-03  1.11343246e-02  1.19712725e-01
  5.61281964e-02  4.95155938e-02 -1.00320559e-02 -5.17582595e-02
 -9.39194933e-02 -3.58921336e-03 -9.29051917e-03 -9.79041532e-02
 -3.73479299e-04 -1.23864282e-02  6.45415038e-02 -4.51381914e-02
 -7.02744797e-02 -3.50588635e-02  3.88293937e-02  2.00842600e-03
  2.16263942e-02 -3.14206257e-02 -1.19485937e-01 -3.52584086e-02
  2.59693004e-02  1.06068812e-02 -6.48018345e-02 -1.40339643e-01
  7.00904056e-02  3.74237485e-02 -2.61182897e-02  7.56390998e-03
  5.49726635e-02  7.31900409e-02  5.56195602e-02 -4.36890572e-02
 -9.68683809e-02  1.21352561e-02 -2.22867057e-02  2.54574325e-02
 -2.26727258e-02  1.13668991e-02  2.71761697e-02  2.54026148e-02
 -6.51038438e-02 -6.06069528e-02 -2.86247674e-02 -4.21482548e-02
 -8.53635091e-03  8.76527652e-02 -2.99416371e-02  5.04431315e-03
  6.46025501e-03  7.47137293e-02 -4.42523360e-02  3.86867933e-02
  7.87562877e-02 -2.93321791e-03 -3.69591452e-02 -6.00982020e-08
  2.25583953e-03 -2.74899658e-02 -1.36606051e-02  2.42095795e-02
  6.05466962e-02 -2.20632274e-03 -3.65546681e-02 -1.25314211e-02
  6.33726791e-02  3.73517536e-02  3.39282043e-02  1.65015999e-02
 -4.86850366e-02 -8.44767224e-03 -1.76761281e-02  2.68644579e-02
  9.05007403e-03 -1.10022933e-03 -1.51955271e-02 -1.08624913e-01
  3.31010558e-02  7.15504633e-03 -4.79882434e-02  2.84043588e-02
  3.17267664e-02 -2.13780776e-02 -6.02124557e-02 -8.46480392e-03
 -3.69545631e-02  8.21131095e-02 -9.21283010e-03 -1.43038388e-03
 -5.05090579e-02 -5.63064292e-02 -8.75367783e-04 -1.73594933e-02
  7.47329071e-02  4.81955661e-03 -3.71712409e-02 -1.41060250e-02
  1.18466794e-01  4.92667742e-02 -1.96041968e-02 -3.13529633e-02
 -2.26123054e-02  2.05175057e-02 -3.20109837e-02  3.96438129e-03
  4.00682278e-02  3.92513126e-02 -1.11641828e-02  1.99414641e-02
  6.74910087e-04  3.79166156e-02  1.39971860e-02 -8.61610398e-02
  3.59215476e-02 -5.56869199e-03  2.69905999e-02 -1.29928375e-02
  4.87787239e-02  6.09406121e-02  3.38134877e-02 -3.89597788e-02]"~0~"título: Dono de cão que teve patas decepadas vê justiça em nova pena para maus-tratos
conteúdo: O tutor do Sansão, um cachorro da raça pitbull que teve as patas traseiras decepadas, falou à CNN, nesta sexta-feira (11), sobre a aprovação do projeto de lei 1.095/2019, que aumenta a pena para maus-tratos contra cães e gatos. Já aprovada no Congresso, a lei ainda depende de sanção do presidente Jair Bolsonaro (sem partido), que contestou a punição mais rigorosa. Defensor da maior punição, Nathan Braga de Souza comemora a aprovação do projeto e diz que a decisão é ""de suma importância"". ""Sabemos que os animais precisam de muita ajuda no nosso país"", disse. ""O agressor do Sansão, por exemplo, saiu pela porta da frente da delegacia, então é muito triste e revoltante pensar que pessoas tenham esse tipo de comportamento, façam esse tipo de crueldade com um cachorro tão dócil"", lamentou. Leia e assista também: Bolsonaro contesta pena maior para maus-tratos a animais e diz que fará enqueteAnonimato na internet contribui para aumento do tráfico de animais, diz ONGMundo perdeu 68% dos animais selvagens desde 1970, diz WWF Nathan reforçou que o agressor ainda não foi responsabilizado pelo crime e que, pela legislação atual, dificilmente será preso. ""Ele torturou um animal e decepou as patas traseiras, mas pela lei do nosso país, está tranquilo, segue sua vida e vai embora. Animais têm sentimentos, sentem dor também e têm seus direitos, então estamos lutando pela aprovação"", considerou. Relembrando o crime, que ocorreu em julho deste ano, em Confins, na Região Metropolitana de Belo Horizonte, o dono do animal disse que tratou-se de ""uma barbaridade muito grande"". ""Ele estava em um estado de choque, perdeu muito sangue e teve que fazer várias transfusões"", relatou. De acordo com o tutor, Sansão tem contado com o apoio de organizações não governamentais dedicadas ao cuidado com animais, está fazendo fisioterapia e sendo muito bem cuidado. A recuperação do pitbull está sendo relatada nas redes sociais por meio de um perfil no Instagram, que já tem mais de 135 mil seguidores. O PL foi aprovado nessa quarta-feira (9) em sessão remota no Senado e prevê que a prática de abuso, maus-tratos, ferimento ou mutilação a cães e gatos será punida com pena de reclusão, de dois a cinco anos, além de multa e proibição de guarda. O projeto agora segue para ser sancionado ou vetado por Jair Bolsonaro. Atualmente, a pena é de detenção, de três meses a um ano, e multa – dentro do item que abrange todos os animais. O projeto altera a Lei de Crimes Ambientais (Lei 9.605, de 1998) para criar um item específico para cães e gatos, que são os animais domésticos mais comuns e principais vítimas desse tipo de crime. Na live dessa quinta-feira (10), Bolsonaro afirmou que vai lançar uma espécie de enquete no Facebook para decidir se vai sancionar ou não a proposta. ""O que eu pretendo fazer, vou colocar no meu Facebook, o texto da lei, para o pessoal fazer comentários. Só deixo avisado, quem for para a baixaria é banimento. Pode reclamar, a pena é excessiva, é grande, tem que sancionar, tem que vetar. Porque não é fácil tomar uma decisão como essa daí"", disse o presidente. Bolsonaro ainda fez uma comparação de que a pena para abandono de incapaz, como um recém-nascido, é de seis meses a três anos. Ele questionou, então, a opinião do presidente da Embratur, Gilson Machado Neto, que avaliou que as duas penas para os diferentes crimes são baixas, já que considera que os animais também são ""incapazes"". (Com informações de Agência Senado e Estadão Conteúdo. Edição: Sinara Peixoto)"~0~0.00019986382~"[-5.39967716e-02 -4.45935177e-03 -4.32813466e-02 -1.08633225e-03
 -1.58313382e-02  4.48196102e-03 -2.33009993e-03  2.76251044e-02
  2.83384062e-02  6.23960458e-02  6.86398521e-02 -2.14588158e-02
 -4.47453149e-02  2.65701152e-02 -6.47738948e-02 -2.59943437e-02
  7.47940782e-03  1.15182046e-02  5.72171770e-02  7.95279369e-02
  7.25856051e-02 -4.60968390e-02 -6.22572899e-02  2.56137606e-02
 -9.21051130e-02  4.14426140e-02 -1.67360622e-02 -5.12404032e-02
 -5.32904267e-02  1.55437994e-03 -4.87300381e-02  2.74123177e-02
  7.80741870e-02  2.66573206e-03 -8.91723484e-03 -1.22369472e-02
  9.99794230e-02 -2.28561461e-02  2.41569728e-02  6.90938383e-02
  2.20210943e-02  2.63582193e-03 -6.93609715e-02 -5.95338605e-02
 -2.45728213e-02 -5.52106015e-02  3.94097902e-02  5.71195967e-02
  5.17194122e-02 -7.68349916e-02 -6.85993284e-02  5.19214757e-02
 -8.67200494e-02 -1.20438226e-02 -5.33898436e-02 -6.00003563e-02
