portal~embedding~label~text~pred_label_XGBoost_all-MiniLM-L6-v2~prob_label_XGBoost_all-MiniLM-L6-v2~pred_label_SVM_all-MiniLM-L6-v2~prob_label_SVM_all-MiniLM-L6-v2~pred_label_logistic_regression_all-MiniLM-L6-v2~prob_label_logistic_regression_all-MiniLM-L6-v2~pred_label_XGBoost_paraphrase-multilingual-MiniLM-L12-v2~prob_label_XGBoost_paraphrase-multilingual-MiniLM-L12-v2~embedding_paraphrase-multilingual-MiniLM-L12-v2~pred_label_SVM_paraphrase-multilingual-MiniLM-L12-v2~prob_label_SVM_paraphrase-multilingual-MiniLM-L12-v2~pred_label_logistic_regression_paraphrase-multilingual-MiniLM-L12-v2~prob_label_logistic_regression_paraphrase-multilingual-MiniLM-L12-v2
cnn~"[-0.0120729  -0.02140117 -0.12434235  0.02016502  0.15852563  0.16745755
  0.02004949  0.08794639  0.25109378  0.08926989  0.14469415  0.13827665
  0.07239572  0.00264782 -0.20152365 -0.07773039 -0.00464692  0.02766694
 -0.09687249  0.07713149 -0.02164094  0.07436673  0.10800598 -0.0537078
 -0.10562669 -0.18612468 -0.15437227 -0.10387614 -0.09458818 -0.13458462
 -0.00385071 -0.08611654  0.05456283  0.06706099 -0.04144005 -0.13389525
  0.35407674  0.02338925 -0.0830939   0.11053989  0.05490785  0.02724033
 -0.05270466  0.08390559  0.02675998 -0.0350064  -0.10243868  0.07034424
 -0.18415669 -0.07070193  0.10006689  0.15690996  0.00502052  0.09534517
  0.01089055 -0.20941904  0.14250916  0.1460319  -0.16913049  0.19783425
  0.02031503  0.06877343 -0.06246021  0.05335028 -0.00478972 -0.18044907
 -0.10970578 -0.08021441 -0.13609068  0.2379864   0.01806871 -0.03844627
  0.05598454 -0.11788471  0.05559114 -0.0245328  -0.02201413  0.15217061
  0.08919048 -0.18838103  0.04861098  0.01061084  0.1077591  -0.0249563
  0.0152387  -0.05244825  0.07606941  0.11619224 -0.11046089 -0.05653992
 -0.0294814  -0.05674405  0.4575832   0.06431364  0.0784871   0.18280385
 -0.05315302  0.01953296  0.00682904  0.04822117 -0.0915208   0.01248221
 -0.05679575 -0.08278768  0.16310084  0.01467283  0.06769902 -0.10012531
 -0.17638339  0.02270221 -0.08069769  0.00696037  0.07106666  0.06350693
  0.02888421  0.0673037  -0.09101062 -0.0457243  -0.01503742  0.05483886
  0.05228364 -0.12777215 -0.12874597 -0.09143135  0.13544829 -0.05874246
 -0.09267391  0.19655083  0.02517134 -0.199508   -0.17553788 -0.15605538
